-1.438572147657294575e+00,-1.117632264571749579e+00,-2.422762628578479238e-01,1.022387941866379490e+00,9.905884020344634111e-01,2.369862853512519241e+00,-9.128216288668018485e-01,1.799971952102287776e-01
1.602560220648998390e+00,1.175642253692880113e+00,1.617563007819732279e-01,1.688088294479366258e+00,-9.722130283529756278e-01,3.690922318398199287e-01,9.658362918201969238e-01,-3.109882301566845975e+00
-1.257351244730945172e+00,3.661023798166009313e-01,-7.191154158955610498e-01,-1.170910096835646508e+00,-5.291428462648372077e-01,1.169439612294623565e+00,3.369971539912830494e-02,1.411557483826760162e+00
-2.620966089725814907e+00,-3.411954970099027595e-01,3.027337367427559989e-01,-8.477659916859703326e-01,-1.281889176562315491e+00,8.006238327166042001e-01,-5.383646830522420546e-01,-5.987185974589130932e-01
9.136439730171498352e-01,1.966378240161544388e+00,1.014898500453486063e-01,6.081475583875572966e-01,1.622197126505048326e-01,7.468631277991925055e-01,-1.775563384285705926e+00,-6.909534575264761891e-01
5.497010466803960993e-01,7.138681354536057233e-01,1.124133605599632268e+00,1.969327981692749474e-01,1.508237360489533385e+00,-2.112213628534817200e+00,-1.611552088046743547e+00,-2.104196572361090922e+00
8.851726792024355861e-01,1.450292248460660072e-01,7.873382355096011365e-01,-9.584277941918595278e-02,2.729665800945101917e-01,2.968113107491378022e-01,-1.176885784178188121e+00,-4.802567236647264370e-01
-8.428251839456426531e-01,-1.002350109843745507e+00,-2.589109580436439462e-01,-1.393874845946165175e+00,1.388695880859743381e+00,-3.826658525067270222e-01,-4.625390526670891123e-01,-6.754765509546851732e-01
4.494575753137560747e-01,-1.215940304957269791e-01,-1.306513593595050704e+00,2.934519043225193302e-01,-9.336278840667731060e-01,6.180684882457673224e-01,1.666580175479703163e+00,-1.926115906870601080e+00
5.378841254416203421e-01,-1.468978693081702591e+00,2.528682583767184244e+00,1.971849857671532646e-01,7.584779671026574688e-01,-5.899700198960603492e-01,1.926260844480807366e+00,1.915684610324325798e-01
1.083405047529688581e-01,2.041090326327350546e-01,2.024036731890879626e+00,8.715711262612181320e-01,6.232491415727403616e-01,1.001710309621074657e+00,-1.570425021859881864e+00,-1.710018083986061477e+00
2.190425360880937922e-01,2.126900516930296803e-02,-6.047665331950818901e-01,2.058115464006417206e+00,1.160780145458479184e+00,-1.961595728673470873e+00,3.677656165399696975e-01,-1.639409245889237088e+00
2.907501808230797402e-01,-1.105394531982398121e+00,7.220611045580482834e-02,1.814531701330262647e+00,-9.591996130590593195e-01,-5.957620040507647374e-01,8.502730142576004901e-01,-5.358500055784866101e-01
2.103556916773591801e-01,-4.103582700462674038e-01,1.170488486971216879e+00,1.245575423526591230e+00,6.638731861228034381e-01,1.134200709319690636e+00,-3.550271857566963951e-01,-1.771586310731611824e-01
-8.659264777735110608e-01,-4.312159095308445989e-01,1.813517024123330268e+00,1.315240053645616580e+00,1.134234516178845853e-01,-1.701466178122164274e+00,1.739396964212724939e+00,-2.308015297723960413e-01
8.168540821896275173e-03,6.172692518589539823e-02,1.359942546665739993e-01,9.825896043048740203e-02,-1.025706921498710456e+00,-7.740191501954385433e-01,7.264731294522086547e-02,-1.042416162971010030e+00
4.063594213092198704e-01,-2.861407975266149206e-01,1.155111706109300140e+00,-7.856389752254566705e-02,-3.735668236322420288e-02,1.357602267432200804e-03,-6.731897972795785057e-01,-3.161083854644861635e-01
-4.073125614174243347e-01,7.414544073930291468e-01,-8.312614085208094306e-01,-1.303653825857842508e+00,1.382071851732746826e-01,-8.809336920168147067e-01,-3.272138692000755578e-01,-1.163098147336097954e+00
-6.225961961016296398e-01,3.347519885585427679e-01,5.585248195063935439e-01,5.292006483596243260e-01,8.185685878221813372e-01,-1.145792606890694065e+00,-4.550297357245352559e-01,-1.461317140742441900e+00
-3.756488930029818762e-01,-8.463561532850938374e-01,1.941008085212040657e-01,-1.651953671819150204e-01,-2.061110539961994004e+00,1.357048047164834736e+00,-1.123723409076986091e+00,3.361841886527439094e-03
1.581046249464798326e+00,1.902852198486659763e-02,9.104178082987004483e-01,-7.420610132675296011e-01,7.427230311954372555e-01,3.785674774055569625e-01,-1.312838697732230386e+00,-1.846460369037492999e+00
-2.251675762881428788e-01,2.134614636749594396e-01,5.813662463755221443e-01,2.467852574475022931e-01,-8.912845558334027141e-01,-8.897060123073741167e-02,-1.065393878277864470e+00,-3.431497700074603863e-02
1.055027594798781498e+00,-2.017455309722461454e+00,1.061556540747643940e+00,3.124191619267614461e-01,2.167347627595810344e+00,4.221745791535915782e-01,-5.678884700779993633e-01,7.746195994359967862e-01
5.463360885861523464e-01,1.007212537013904896e+00,-5.211643307706330663e-01,8.252140325927509457e-01,-1.030648183665925366e+00,-9.071495557549036359e-01,-1.721805289578111520e+00,-1.298479110500974976e+00
1.141251118698475508e+00,2.525048736835710517e-01,4.469464641095954871e-02,-3.235904833028818706e-02,-1.223583266198704056e+00,-3.213632234486143435e-01,-9.516540452554578255e-01,1.700035191667075729e+00
1.745307906269294718e-01,5.469662049568283502e-01,9.762342054953043746e-01,3.365706932837135290e-01,-1.538235376441657865e-01,-6.573070217895113920e-01,-3.659612432083941824e-01,-2.513310275659597082e+00
9.038944380796496425e-01,-4.210683393880285119e-01,7.073567126401645311e-01,9.358267930133244983e-01,-9.576915008367411497e-01,-7.198287102536152782e-01,-2.564087607808084313e-01,8.102519404170200890e-01
1.393431470171905273e+00,-6.132953263392155741e-01,-2.907284623657275802e-01,1.705255031429392387e+00,-8.342124897810875295e-01,3.070082495263123601e+00,-4.266087153952026201e-01,-1.525568987621416683e+00
-4.512366103171225884e-01,-9.957982501655913143e-01,1.076818262851110930e+00,8.796292174412440046e-01,-6.001485990287536154e-02,-1.914287297899617712e+00,3.173470656072389928e-02,1.133354384381167090e+00
8.252740518152220650e-01,-7.545520942820376220e-01,9.420047507726163616e-01,-2.340227759572247046e-01,-4.496854156416824067e-02,1.091956584469576885e+00,-2.174374605424617801e+00,-2.310798912270747074e+00
3.536424455731571603e-01,8.593137149797756003e-01,-1.432178895869562485e+00,4.768029912932897352e-01,3.074716845235709872e-01,-3.992811195145269387e-01,-1.689386709059423897e+00,1.541812379027007185e-01
8.873565565792359555e-01,-4.187119556654171904e-01,3.079681563023670687e-01,5.385206373810140779e-01,-8.639935292098795960e-01,-1.808524833022543410e-01,-4.456666493062108048e-01,-5.600663886094157939e-02
2.538502908414009607e+00,-1.521547430985261018e+00,-1.104486108910384123e+00,8.920263188459136572e-01,6.557808119490973198e-01,6.678714098541647104e-01,-3.301247111396655720e-01,-5.979913787286417204e-01
5.583532737815679603e-01,-8.934692060957742932e-01,1.213741968017501227e+00,-4.106954469881390346e-01,9.151441771589503560e-01,-9.309111658907440745e-01,-6.693772290095220678e-02,9.646084608493545876e-01
-4.080415450234274877e-01,-9.125211618462823748e-02,5.495445425517765381e-01,-1.535142366962805593e-01,-5.429616906319915115e-01,-5.409976276630032999e-01,-2.699861825976690444e-01,1.296118998342159490e+00
8.886006860167546817e-01,1.105814863460725217e+00,1.336144893148705770e-01,5.870083134108348144e-01,-7.245265265914153652e-01,4.352721436591884263e-01,-3.097092902860346664e-01,-1.850791583096154769e+00
1.073035523677819736e+00,-5.492864996933864985e-01,1.483065008685507724e+00,-6.961044727812550903e-01,-3.050819027658627780e-01,-3.904973588588270816e-01,-1.931302444098256244e-01,-1.174407183410026478e+00
-1.067071638567648195e+00,-2.669734532746281808e-01,2.632062568881684550e-01,1.214931294671333539e+00,-1.140241768011101442e+00,-3.460700436745067221e-01,8.491629197331074241e-02,-8.622677989566412959e-01
2.013422260487856441e+00,4.549380752456912425e-01,-1.445848572261753562e+00,3.933381320570975559e-01,1.250276555370358089e+00,1.785428378053816711e+00,4.959785457922235574e-01,6.171370249535794716e-01
-2.455856554554905480e-01,2.546771702781830404e-02,-2.343707778576584744e+00,-2.009197941233271667e-01,-2.410207836132953474e-01,2.357481296763464518e-01,7.911001080824138221e-01,-5.734314930234747365e-01
-6.449261013539543397e-01,-5.370719208620156060e-01,2.789866082422421290e+00,1.270904608252744650e+00,-1.176259493736416362e+00,-2.141327535579335417e-01,1.128863428762683530e+00,3.780701343517670621e-01
9.235481081092005162e-01,-1.582511484151501113e+00,1.973459424680737540e+00,3.946815968267273766e-01,-1.065291735500488501e+00,1.008821114010172160e+00,-1.184225383258092901e-01,-2.058770642552228303e+00
7.567278660107430444e-01,3.669677180139727657e-01,-9.145703167544898537e-01,-5.995563871224091068e-01,-6.999649396227964893e-01,-5.451839916440680556e-01,1.761590428901160355e+00,3.194351302873542076e-01
4.474886707782929074e-01,1.121406983081596920e+00,8.314275061847710147e-01,5.398543086965540416e-01,9.723363589353086756e-01,1.078741931482015692e-01,-4.469337917916281488e-02,-6.958324334049351689e-01
3.908021637818048233e-01,-5.187825421141318838e-01,6.986924228852281482e-01,-5.074202294370779853e-01,-1.283560965095099204e+00,-1.098063505252161898e+00,-7.735775844458527839e-01,1.662973909035849740e-01
-5.323460429941453409e-01,-8.466604624906604037e-01,-6.894308565314379855e-01,-2.224750790162178249e-01,-4.651493248376654677e-01,-5.662274882468839587e-01,7.772043885135511143e-01,2.911519352310470987e-02
-5.735444312598575456e-01,-1.742101368367767522e+00,-5.627651459804742240e-01,-9.904055225071510815e-01,-1.494248681878968865e+00,1.190334009352060241e+00,-1.004100896321537650e+00,-8.510606853247905113e-01
-1.656605494772542375e+00,-4.890266639399998283e-01,-2.164712950184421447e-01,-2.612744939742216443e-01,1.836811473660246996e-01,-4.752889395058049748e-01,-4.083546139793450269e-01,-4.882358262545606342e-01
1.898826760434407124e+00,-1.353468854731434856e+00,-8.711617967894283998e-01,1.973142385713028135e+00,1.704782031164230993e+00,3.884565366915584961e-01,6.379495286461964176e-02,-1.079999968568488233e+00
-4.672434312659474731e-01,-2.501209353116370382e-01,1.674610946193455963e+00,2.483785538410953897e-01,1.433149832958795056e+00,-1.039759928228807029e+00,3.242112703213541614e-01,1.613306860113063790e+00
