3.741513798188988993e-01,-1.040170109747592830e+00,-9.142795232153176910e-01,1.944558282978584129e+00,-1.066703892424208044e+00,-1.106979926683042237e+00,1.970412717676501169e+00,1.316185403228341322e+00,1.224079888289220763e+00,1.421775809227168841e+00,4.038712852431546874e-01,4.798982469194813527e-01,5.164093150780704189e-01,-1.023516101574523107e+00,-9.058015425589426295e-01,-1.099226105151982047e+00
1.088960857871860588e+00,5.063690817395065658e-01,1.546762492056369176e+00,-1.597012915392026777e-01,-4.344835710005428009e-01,9.222324087639190981e-01,-1.044727856263394594e+00,9.626701379560063110e-01,-9.980395524465772716e-01,1.455111197540146506e+00,5.598564191586272720e-01,-5.095352906358041611e-03,-8.218517199484702829e-01,-5.232064341375356614e-02,-8.553288971940048446e-01,6.943471244604307868e-01
-1.035806028916271160e+00,2.633773944660231514e-01,-1.383489307847112632e-02,-1.396770740742006911e+00,-1.491096133243797528e+00,-7.765295829966267771e-01,-3.173731297857341760e-01,-7.660179681011951569e-01,6.358206717958803100e-01,1.173354691199184341e-01,1.877332906496944176e+00,3.307159545172677628e-01,6.539895126721355645e-01,1.209379428699332237e+00,-1.572651313802527206e-01,-8.000455945878234276e-01
1.542019805358615381e-01,-5.434970966955831040e-01,-9.743379728677263873e-01,1.256096622056931622e+00,-3.129686898369899439e-01,4.121257067896990089e-01,1.007174511011594609e+00,-2.955379543173660695e-01,2.521201024372305088e+00,3.366255686607136921e-01,-7.201868524371823899e-01,8.331238827951001347e-02,7.293673927005620561e-01,-7.357678027955183442e-01,9.047614237800636339e-01,-1.374129262591368583e+00
-1.706939995123009646e-01,1.232243613224373702e+00,1.168038904450593662e+00,1.163212776968405304e+00,-1.633782356278825176e+00,-9.702471657738853672e-02,-3.710545766816234492e-01,1.460254820873674309e+00,-1.776626267287402916e+00,1.712031681579235576e+00,-2.080848743301439985e-01,3.961186916399175306e-01,-2.954296593450217445e-01,-6.273430379708582194e-01,-1.142800587259561684e+00,8.063315443971148522e-01
9.573090245747795102e-01,4.970010100096816652e-01,-3.671933153016387341e-01,1.218180965523621317e+00,-9.807826315925466387e-02,5.326235026028940389e-01,-9.305291593843317832e-01,2.007891817746743968e+00,-3.204052761843795061e+00,1.044820938502920016e-01,1.771684823074692883e+00,-1.681523847019013029e-01,-1.817862215643962553e+00,2.821370155879469044e-01,-4.907829634499005778e-02,-3.606304671384430449e-01
6.096006277419552255e-01,-7.037244551154823169e-01,-8.083147931213243709e-01,-3.138212911778340830e-01,-1.367622023977734802e+00,4.146347488241752810e-02,8.029579149255958170e-02,-4.602214602174467539e-01,-8.851688451950515679e-01,-1.026595328332027712e+00,8.544681620825653745e-01,1.504345986937923318e-01,-6.510765638355429097e-01,-2.210170841799020680e-01,1.746843327927407596e+00,1.709591596067205899e-01
-9.255235482000387925e-01,1.110731186928057002e-01,3.146876832382561329e-01,-1.161064171993230643e+00,-9.574669196033658292e-01,5.334139613098852761e-01,3.569156575463292569e-01,5.970502230704017865e-01,-4.023324011472607653e-01,2.302457429519556287e-01,7.015629565224037467e-01,6.834556397501381220e-01,-1.975236206214180390e+00,-4.629151909035023049e-01,4.764843925769106647e-01,4.535386179383787963e-01
1.162857170053768430e+00,-1.851057686463747354e-02,-6.153593436577953213e-01,-9.796577029329798236e-01,-2.486642495144314680e+00,3.737817112565538502e-01,2.930294184080363129e-01,1.062216405750836312e+00,2.165627206915526681e+00,-1.285453677906019665e-01,-5.042093313798738929e-01,-1.715428609679795491e-01,1.056402314277272270e+00,1.772443950412601943e+00,-9.449788711337447911e-03,-2.025464024792897333e-02
-6.182228285616389041e-01,-1.178440229814942120e+00,-1.734577781069958524e+00,1.311028533658838979e-01,-2.110751000796780019e-01,3.295706045727340161e-01,8.558731575166639294e-01,3.362961820069052532e-01,-3.595598017689465298e-01,6.466873566965010145e-01,-5.477234340388986711e-01,1.056319656827077624e+00,-1.121237433482168200e+00,1.423713561824627494e+00,2.590464915724302042e+00,1.407430902598628686e+00
2.013260803805829280e+00,-2.756793256522926949e-01,-2.647395173391653977e-01,1.092068888848346075e+00,-7.485429116300607033e-02,-1.602428003482249341e+00,-6.844992060809131917e-01,-1.799680377716234903e+00,-1.488210370073022482e+00,7.490762049380571552e-01,3.017804154150235951e-01,7.230728581154794998e-01,-8.961221990324087505e-01,6.143625745339120758e-02,1.018243445685226956e+00,4.807763677396983959e-01
