-5.734613204680943932e-01,1.586400499248451945e+00
8.378642080487023192e-01,9.377820883597656199e-01
1.083827180169775195e-01,-8.136178479874005554e-01
1.278459443725665501e-01,8.246642205375401824e-01
9.146891938833338898e-02,1.693920965590812733e+00
1.105086254261511414e+00,-3.161645731485750455e-01
-5.273584104169372067e-01,-2.914640847248118893e-01
3.899493009197827487e-01,-1.913893392121168713e-01
2.058332787154409260e+00,-5.767699678350283188e-01
-7.550348781439750745e-01,-6.265114162777465356e-01
-5.195349575459109470e-01,-1.082544286008495060e+00
1.369521802189150650e+00,-5.769890855811502517e-01
1.332379913955532569e-01,-5.469152599745044085e-01
4.960356805847404571e-01,1.210178418058748040e+00
-1.031673684910131117e+00,-1.221627393925850180e+00
4.685808170130197903e-01,-6.628472077173004351e-01
1.785956980777568592e+00,9.129799100275670654e-01
3.670051847974670212e-02,-4.645826068596110026e-01
-2.190562500273613544e+00,-1.094530107825316678e+00
7.294814586431380699e-01,-7.482342909738242120e-01
2.757122174404342263e-01,-3.963319370828605748e-01
-1.276241465086688232e+00,8.406906239339597686e-01
2.630318369702460690e-01,7.472822496333045850e-01
-1.294459342403218027e+00,-7.530397135767028516e-01
8.336625515853668400e-02,-5.140892274956418984e-01
7.808171360051386900e-01,1.336975723034361963e+00
2.572204662922145668e-01,5.097908687467491706e-01
1.266324888860736131e+00,1.104561943431071835e+00
-1.023833205288593673e+00,3.552387594795755055e-01
5.111601991705513326e-01,2.164797373034640926e-02
-9.675529021264603902e-01,1.194640058097647728e+00
5.128660231220685262e-01,2.422153054959418073e-01
-3.631925661387050419e-01,4.286162523672366054e-01
-1.308328203277924651e+00,-4.077843332390020947e-01
-1.281139578997402939e+00,-1.936457609249094547e-01
-3.789700668979396614e-01,-9.399632056857325502e-01
-1.793175900130628664e+00,-1.141731593481176699e+00
1.914566605523498333e-01,-5.414174793188475387e-02
-9.745326304971123621e-01,-9.771001030006736254e-01
8.483139954328463572e-01,-2.335967200634031515e-02
-5.257939952579769871e-01,-1.137980801161598554e-01
-6.980640902637823553e-01,-7.134951861944337503e-01
-1.015100930982806848e-01,5.454196289344155346e-01
-4.810819846187643911e-01,3.149309441510588226e-01
-1.353727928153187765e+00,1.655546822368602622e-01
-1.002294639733492199e+00,-8.590073903014228129e-01
6.322968149326845255e-01,-2.796226458882895560e-01
-9.062334690722119446e-02,5.974359165576480502e-01
2.313431340536193925e-01,1.457735240441989655e+00
3.779749624313792356e-01,-1.607709503177111143e+00
-5.061343253327094116e-02,3.219841291896224922e-02
-3.901612031294895422e-01,9.306194894743415880e-01
1.100420024726585178e+00,-1.400439279921563696e-01
2.729905463970435431e+00,1.184258578016834429e+00
-8.627503270941501157e-01,5.863680495107415069e-01
5.012134139285630008e-01,-4.688939611246708550e-01
4.416008667175909119e-01,4.567204348069084374e-01
4.173100359074939369e-01,-9.278202913862609869e-01
-8.549274297639593012e-01,-8.214609417464626695e-01
